card_display,week,actual_price,predicted_price,model
Acceptable Losses,2025-12-29,0.28,0.2418,ARIMA
Acceptable Losses,2025-12-29,0.28,0.2651,Lasso
Acceptable Losses,2025-12-29,0.28,0.2793,Prophet
Acceptable Losses,2025-12-29,0.28,0.2818,RandomForest
Acceptable Losses,2025-12-29,0.28,0.2507,Ridge
Acceptable Losses,2025-12-29,0.28,0.2804,XGBoost
Acceptable Losses,2026-01-05,0.275,0.2609,ARIMA
Acceptable Losses,2026-01-05,0.275,0.2595,Lasso
Acceptable Losses,2026-01-05,0.275,0.2727,Prophet
Acceptable Losses,2026-01-05,0.275,0.2678,RandomForest
Acceptable Losses,2026-01-05,0.275,0.268,Ridge
Acceptable Losses,2026-01-05,0.275,0.2559,XGBoost
Acceptable Losses,2026-01-12,0.2333,0.2512,ARIMA
Acceptable Losses,2026-01-12,0.2333,0.2687,Lasso
Acceptable Losses,2026-01-12,0.2333,0.2373,Prophet
Acceptable Losses,2026-01-12,0.2333,0.2454,RandomForest
Acceptable Losses,2026-01-12,0.2333,0.291,Ridge
Acceptable Losses,2026-01-12,0.2333,0.2545,XGBoost
Acceptable Losses,2026-01-19,0.23,0.2284,ARIMA
Acceptable Losses,2026-01-19,0.23,0.2244,Lasso
Acceptable Losses,2026-01-19,0.23,0.2308,Prophet
Acceptable Losses,2026-01-19,0.23,0.2281,RandomForest
Acceptable Losses,2026-01-19,0.23,0.2519,Ridge
Acceptable Losses,2026-01-19,0.23,0.228,XGBoost
Acceptable Losses,2026-01-26,0.22,0.2431,ARIMA
Acceptable Losses,2026-01-26,0.22,0.2325,Lasso
Acceptable Losses,2026-01-26,0.22,0.2242,Prophet
Acceptable Losses,2026-01-26,0.22,0.2242,RandomForest
Acceptable Losses,2026-01-26,0.22,0.2704,Ridge
Acceptable Losses,2026-01-26,0.22,0.2227,XGBoost
Acceptable Losses,2026-02-02,0.2267,0.2225,ARIMA
Acceptable Losses,2026-02-02,0.2267,0.225,Lasso
Acceptable Losses,2026-02-02,0.2267,0.2176,Prophet
Acceptable Losses,2026-02-02,0.2267,0.2204,RandomForest
Acceptable Losses,2026-02-02,0.2267,0.2469,Ridge
Acceptable Losses,2026-02-02,0.2267,0.2145,XGBoost
Acceptable Losses,2026-02-09,0.24,0.2453,ARIMA
Acceptable Losses,2026-02-09,0.24,0.2325,Lasso
Acceptable Losses,2026-02-09,0.24,0.2398,Prophet
Acceptable Losses,2026-02-09,0.24,0.2297,RandomForest
Acceptable Losses,2026-02-09,0.24,0.2726,Ridge
Acceptable Losses,2026-02-09,0.24,0.2325,XGBoost
Acceptable Losses,2026-02-16,0.23,0.2371,ARIMA
Acceptable Losses,2026-02-16,0.23,0.2513,Lasso
Acceptable Losses,2026-02-16,0.23,0.2332,Prophet
Acceptable Losses,2026-02-16,0.23,0.2273,RandomForest
Acceptable Losses,2026-02-16,0.23,0.273,Ridge
Acceptable Losses,2026-02-16,0.23,0.2327,XGBoost
Acceptable Losses,2026-02-23,0.2433,0.2355,ARIMA
Acceptable Losses,2026-02-23,0.2433,0.2398,Lasso
Acceptable Losses,2026-02-23,0.2433,0.2267,Prophet
Acceptable Losses,2026-02-23,0.2433,0.2178,RandomForest
Acceptable Losses,2026-02-23,0.2433,0.2703,Ridge
Acceptable Losses,2026-02-23,0.2433,0.2279,XGBoost
Acceptable Losses,2026-03-02,0.265,0.2418,ARIMA
Acceptable Losses,2026-03-02,0.265,0.2627,Lasso
Acceptable Losses,2026-03-02,0.265,0.2201,Prophet
Acceptable Losses,2026-03-02,0.265,0.2217,RandomForest
Acceptable Losses,2026-03-02,0.265,0.3231,Ridge
Acceptable Losses,2026-03-02,0.265,0.237,XGBoost
Acceptable Losses,2026-03-09,0.25,0.2418,ARIMA
Acceptable Losses,2026-03-09,0.25,0.2905,Lasso
Acceptable Losses,2026-03-09,0.25,0.2135,Prophet
Acceptable Losses,2026-03-09,0.25,0.2317,RandomForest
Acceptable Losses,2026-03-09,0.25,0.3354,Ridge
Acceptable Losses,2026-03-09,0.25,0.237,XGBoost
Adaptatron,2025-12-29,0.22,0.2309,ARIMA
Adaptatron,2025-12-29,0.22,0.2705,Lasso
Adaptatron,2025-12-29,0.22,0.2165,Prophet
Adaptatron,2025-12-29,0.22,0.2417,RandomForest
Adaptatron,2025-12-29,0.22,0.23,Ridge
Adaptatron,2025-12-29,0.22,0.2664,XGBoost
Adaptatron,2026-01-05,0.22,0.2234,ARIMA
Adaptatron,2026-01-05,0.22,0.1909,Lasso
Adaptatron,2026-01-05,0.22,0.2257,Prophet
Adaptatron,2026-01-05,0.22,0.2185,RandomForest
Adaptatron,2026-01-05,0.22,0.1689,Ridge
Adaptatron,2026-01-05,0.22,0.2192,XGBoost
Adaptatron,2026-01-12,0.21,0.2245,ARIMA
Adaptatron,2026-01-12,0.21,0.2155,Lasso
Adaptatron,2026-01-12,0.21,0.1978,Prophet
Adaptatron,2026-01-12,0.21,0.2168,RandomForest
Adaptatron,2026-01-12,0.21,0.2253,Ridge
Adaptatron,2026-01-12,0.21,0.2101,XGBoost
Adaptatron,2026-01-19,0.19,0.2167,ARIMA
Adaptatron,2026-01-19,0.19,0.2071,Lasso
Adaptatron,2026-01-19,0.19,0.2071,Prophet
Adaptatron,2026-01-19,0.19,0.192,RandomForest
Adaptatron,2026-01-19,0.19,0.2096,Ridge
Adaptatron,2026-01-19,0.19,0.1943,XGBoost
Adaptatron,2026-01-26,0.21,0.1977,ARIMA
Adaptatron,2026-01-26,0.21,0.1886,Lasso
Adaptatron,2026-01-26,0.21,0.2163,Prophet
Adaptatron,2026-01-26,0.21,0.2016,RandomForest
Adaptatron,2026-01-26,0.21,0.2005,Ridge
Adaptatron,2026-01-26,0.21,0.189,XGBoost
Adaptatron,2026-02-02,0.2367,0.2251,ARIMA
Adaptatron,2026-02-02,0.2367,0.223,Lasso
Adaptatron,2026-02-02,0.2367,0.2255,Prophet
Adaptatron,2026-02-02,0.2367,0.2203,RandomForest
Adaptatron,2026-02-02,0.2367,0.2256,Ridge
Adaptatron,2026-02-02,0.2367,0.2088,XGBoost
Adaptatron,2026-02-09,0.285,0.2511,ARIMA
Adaptatron,2026-02-09,0.285,0.2477,Lasso
Adaptatron,2026-02-09,0.285,0.2718,Prophet
Adaptatron,2026-02-09,0.285,0.2634,RandomForest
Adaptatron,2026-02-09,0.285,0.2375,Ridge
Adaptatron,2026-02-09,0.285,0.236,XGBoost
Adaptatron,2026-02-16,0.27,0.2726,ARIMA
Adaptatron,2026-02-16,0.27,0.3046,Lasso
Adaptatron,2026-02-16,0.27,0.281,Prophet
Adaptatron,2026-02-16,0.27,0.2857,RandomForest
Adaptatron,2026-02-16,0.27,0.2929,Ridge
Adaptatron,2026-02-16,0.27,0.2719,XGBoost
Adaptatron,2026-02-23,0.3467,0.2547,ARIMA
Adaptatron,2026-02-23,0.3467,0.2791,Lasso
Adaptatron,2026-02-23,0.3467,0.2903,Prophet
Adaptatron,2026-02-23,0.3467,0.2319,RandomForest
Adaptatron,2026-02-23,0.3467,0.2799,Ridge
Adaptatron,2026-02-23,0.3467,0.2388,XGBoost
Adaptatron,2026-03-02,0.415,0.2288,ARIMA
Adaptatron,2026-03-02,0.415,0.3803,Lasso
Adaptatron,2026-03-02,0.415,0.2995,Prophet
Adaptatron,2026-03-02,0.415,0.3523,RandomForest
Adaptatron,2026-03-02,0.415,0.4011,Ridge
Adaptatron,2026-03-02,0.415,0.3143,XGBoost
Adaptatron,2026-03-09,0.43,0.2309,ARIMA
Adaptatron,2026-03-09,0.43,0.4487,Lasso
Adaptatron,2026-03-09,0.43,0.3087,Prophet
Adaptatron,2026-03-09,0.43,0.4046,RandomForest
Adaptatron,2026-03-09,0.43,0.4586,Ridge
Adaptatron,2026-03-09,0.43,0.3897,XGBoost
Against the Odds,2026-02-16,0.0933,0.0425,Lasso
Against the Odds,2026-02-16,0.0933,0.0915,RandomForest
Against the Odds,2026-02-16,0.0933,0.0941,Ridge
Against the Odds,2026-02-16,0.0933,0.1015,XGBoost
Against the Odds,2026-02-23,0.11,0.0799,Lasso
Against the Odds,2026-02-23,0.11,0.093,RandomForest
Against the Odds,2026-02-23,0.11,0.1497,Ridge
Against the Odds,2026-02-23,0.11,0.1198,XGBoost
Against the Odds,2026-03-02,0.095,0.1093,Lasso
Against the Odds,2026-03-02,0.095,0.1162,RandomForest
Against the Odds,2026-03-02,0.095,0.1227,Ridge
Against the Odds,2026-03-02,0.095,0.1249,XGBoost
Against the Odds,2026-03-09,0.08,0.0829,Lasso
Against the Odds,2026-03-09,0.08,0.0973,RandomForest
Against the Odds,2026-03-09,0.08,0.1071,Ridge
Against the Odds,2026-03-09,0.08,0.0917,XGBoost
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.5888,ARIMA
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.5654,Lasso
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.6779,Prophet
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.597,RandomForest
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.4958,Ridge
"Ahri, Alluring (Rare)",2026-01-05,0.6567,0.5744,XGBoost
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.62,ARIMA
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.645,Lasso
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.6088,Prophet
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.6276,RandomForest
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.6727,Ridge
"Ahri, Alluring (Rare)",2026-01-12,0.665,0.5783,XGBoost
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.5986,ARIMA
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.6545,Lasso
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.5907,Prophet
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.5768,RandomForest
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.6318,Ridge
"Ahri, Alluring (Rare)",2026-01-19,0.615,0.5754,XGBoost
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.5403,ARIMA
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.6043,Lasso
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.5726,Prophet
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.5267,RandomForest
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.5887,Ridge
"Ahri, Alluring (Rare)",2026-01-26,0.5067,0.5627,XGBoost
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.5035,ARIMA
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.496,Lasso
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.5545,Prophet
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.5166,RandomForest
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.4857,Ridge
"Ahri, Alluring (Rare)",2026-02-02,0.54,0.4992,XGBoost
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5817,ARIMA
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5411,Lasso
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5875,Prophet
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5425,RandomForest
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5491,Ridge
"Ahri, Alluring (Rare)",2026-02-09,0.565,0.5302,XGBoost
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.6202,ARIMA
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.5696,Lasso
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.5694,Prophet
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.5635,RandomForest
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.5518,Ridge
"Ahri, Alluring (Rare)",2026-02-16,0.6133,0.5452,XGBoost
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.641,ARIMA
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.6256,Lasso
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.5513,Prophet
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.5657,RandomForest
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.6171,Ridge
"Ahri, Alluring (Rare)",2026-02-23,0.83,0.5336,XGBoost
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.6219,ARIMA
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.8694,Lasso
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.5332,Prophet
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.5479,RandomForest
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.8893,Ridge
"Ahri, Alluring (Rare)",2026-03-02,0.725,0.5558,XGBoost
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.5777,ARIMA
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.732,Lasso
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.5151,Prophet
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.5477,RandomForest
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.6919,Ridge
"Ahri, Alluring (Rare)",2026-03-09,0.99,0.5877,XGBoost
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,5.5469,ARIMA
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,6.537,Lasso
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,5.129,Prophet
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,5.55,RandomForest
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,6.2665,Ridge
"Ahri, Alluring (Showcase)",2026-01-05,5.1167,5.5332,XGBoost
"Ahri, Alluring (Showcase)",2026-01-12,5.585,5.5226,ARIMA
"Ahri, Alluring (Showcase)",2026-01-12,5.585,4.9092,Lasso
"Ahri, Alluring (Showcase)",2026-01-12,5.585,5.6524,Prophet
"Ahri, Alluring (Showcase)",2026-01-12,5.585,4.9535,RandomForest
"Ahri, Alluring (Showcase)",2026-01-12,5.585,4.7503,Ridge
"Ahri, Alluring (Showcase)",2026-01-12,5.585,4.9044,XGBoost
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.5504,ARIMA
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.4749,Lasso
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.7031,Prophet
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.6634,RandomForest
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.9849,Ridge
"Ahri, Alluring (Showcase)",2026-01-19,5.61,5.816,XGBoost
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,5.5503,ARIMA
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,5.4954,Lasso
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,5.7539,Prophet
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,6.1548,RandomForest
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,5.4867,Ridge
"Ahri, Alluring (Showcase)",2026-01-26,6.2133,6.1165,XGBoost
"Ahri, Alluring (Showcase)",2026-02-02,5.505,5.5845,ARIMA
"Ahri, Alluring (Showcase)",2026-02-02,5.505,6.1372,Lasso
"Ahri, Alluring (Showcase)",2026-02-02,5.505,5.8046,Prophet
"Ahri, Alluring (Showcase)",2026-02-02,5.505,5.7578,RandomForest
"Ahri, Alluring (Showcase)",2026-02-02,5.505,6.3167,Ridge
"Ahri, Alluring (Showcase)",2026-02-02,5.505,5.8886,XGBoost
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.5424,ARIMA
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.3642,Lasso
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.3826,Prophet
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.4667,RandomForest
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.1433,Ridge
"Ahri, Alluring (Showcase)",2026-02-09,5.385,5.5976,XGBoost
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.538,ARIMA
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.2937,Lasso
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.4334,Prophet
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.6228,RandomForest
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.4531,Ridge
"Ahri, Alluring (Showcase)",2026-02-16,5.4433,5.8177,XGBoost
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.5416,ARIMA
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.3803,Lasso
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.4841,Prophet
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.9315,RandomForest
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.5102,Ridge
"Ahri, Alluring (Showcase)",2026-02-23,5.425,5.5499,XGBoost
"Ahri, Alluring (Showcase)",2026-03-02,6.815,5.5469,ARIMA
"Ahri, Alluring (Showcase)",2026-03-02,6.815,5.379,Lasso
"Ahri, Alluring (Showcase)",2026-03-02,6.815,5.5348,Prophet
"Ahri, Alluring (Showcase)",2026-03-02,6.815,5.8318,RandomForest
"Ahri, Alluring (Showcase)",2026-03-02,6.815,5.5278,Ridge
"Ahri, Alluring (Showcase)",2026-03-02,6.815,4.9646,XGBoost
"Ahri, Alluring (Showcase)",2026-03-09,7.88,5.5469,ARIMA
"Ahri, Alluring (Showcase)",2026-03-09,7.88,6.858,Lasso
"Ahri, Alluring (Showcase)",2026-03-09,7.88,5.5856,Prophet
"Ahri, Alluring (Showcase)",2026-03-09,7.88,6.3597,RandomForest
"Ahri, Alluring (Showcase)",2026-03-09,7.88,7.3935,Ridge
"Ahri, Alluring (Showcase)",2026-03-09,7.88,5.5781,XGBoost
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,0.0,ARIMA
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,10.469,Lasso
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,8.3205,Prophet
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,8.8609,RandomForest
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,10.0808,Ridge
"Ahri, Inquisitive (Epic)",2026-01-05,8.59,8.7391,XGBoost
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,8.59,ARIMA
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,8.2356,Lasso
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,7.8481,Prophet
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,7.5491,RandomForest
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,8.2499,Ridge
"Ahri, Inquisitive (Epic)",2026-01-12,6.985,7.6404,XGBoost
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,8.2743,ARIMA
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,6.7407,Lasso
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,7.8899,Prophet
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,7.1883,RandomForest
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,6.961,Ridge
"Ahri, Inquisitive (Epic)",2026-01-19,8.185,7.3674,XGBoost
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,7.2211,ARIMA
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,8.0621,Lasso
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,7.9316,Prophet
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,8.1194,RandomForest
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,8.9443,Ridge
"Ahri, Inquisitive (Epic)",2026-01-26,8.1833,8.2752,XGBoost
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,8.1847,ARIMA
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,8.0212,Lasso
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,7.9734,Prophet
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,8.2499,RandomForest
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,7.9369,Ridge
"Ahri, Inquisitive (Epic)",2026-02-02,8.29,8.2814,XGBoost
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.2043,ARIMA
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.1068,Lasso
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.5293,Prophet
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.6909,RandomForest
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.2518,Ridge
"Ahri, Inquisitive (Epic)",2026-02-09,8.665,8.3502,XGBoost
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.3638,ARIMA
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.5147,Lasso
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.571,Prophet
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.1101,RandomForest
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.7618,Ridge
"Ahri, Inquisitive (Epic)",2026-02-16,8.1667,8.3057,XGBoost
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.567,ARIMA
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.0174,Lasso
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.6128,Prophet
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.1602,RandomForest
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.0597,Ridge
"Ahri, Inquisitive (Epic)",2026-02-23,8.645,8.5312,XGBoost
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,8.2454,ARIMA
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,8.5625,Lasso
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,8.6546,Prophet
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,8.5479,RandomForest
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,9.1366,Ridge
"Ahri, Inquisitive (Epic)",2026-03-02,8.645,8.2186,XGBoost
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.5037,ARIMA
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.5688,Lasso
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.6963,Prophet
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.598,RandomForest
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.8997,Ridge
"Ahri, Inquisitive (Epic)",2026-03-09,9.55,8.2291,XGBoost
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,15.1255,ARIMA
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,16.8054,Lasso
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,15.5382,Prophet
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,15.8036,RandomForest
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,16.6457,Ridge
"Ahri, Inquisitive (Showcase)",2026-01-05,15.41,16.0844,XGBoost
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,15.209,ARIMA
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,14.7815,Lasso
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,14.8499,Prophet
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,15.0982,RandomForest
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,14.9198,Ridge
"Ahri, Inquisitive (Showcase)",2026-01-12,15.225,14.9007,XGBoost
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,14.9336,ARIMA
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,14.7361,Lasso
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,14.8926,Prophet
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,14.8882,RandomForest
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,15.5475,Ridge
"Ahri, Inquisitive (Showcase)",2026-01-19,14.835,15.2924,XGBoost
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.8802,ARIMA
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.4022,Lasso
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.9353,Prophet
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.403,RandomForest
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.8311,Ridge
"Ahri, Inquisitive (Showcase)",2026-01-26,14.3833,14.0671,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.9705,ARIMA
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.0126,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.978,Prophet
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.5021,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.3746,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-02,15.225,14.2747,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,15.8228,ARIMA
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,14.8466,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,15.7518,Prophet
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,15.5753,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,15.4884,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-09,16.075,15.6686,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,15.5594,ARIMA
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,15.7202,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,15.7945,Prophet
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,15.8279,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,16.1683,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-16,15.5967,16.0419,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,14.5612,ARIMA
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,15.2478,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-23,393.995,318.0388,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-23,2654.88,2378.0902,Lasso
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,15.8372,Prophet
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,15.1253,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-23,393.995,237.4829,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-23,2654.88,351.8244,RandomForest
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,15.4731,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-23,393.995,327.3908,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-23,2654.88,2520.2763,Ridge
"Ahri, Inquisitive (Showcase)",2026-02-23,14.975,14.9045,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-23,393.995,147.1408,XGBoost
"Ahri, Inquisitive (Showcase)",2026-02-23,2654.88,756.7424,XGBoost
"Ahri, Inquisitive (Showcase)",2026-03-02,14.42,14.4082,ARIMA
"Ahri, Inquisitive (Showcase)",2026-03-02,14.42,14.689,Lasso
"Ahri, Inquisitive (Showcase)",2026-03-02,405.395,369.1977,Lasso
"Ahri, Inquisitive (Showcase)",2026-03-02,2698.99,2425.4719,Lasso
"Ahri, Inquisitive (Showcase)",2026-03-02,14.42,15.8799,Prophet
"Ahri, Inquisitive (Showcase)",2026-03-02,14.42,14.5726,RandomForest
"Ahri, Inquisitive (Showcase)",2026-03-02,405.395,303.5985,RandomForest
"Ahri, Inquisitive (Showcase)",2026-03-02,2698.99,352.1526,RandomForest
"Ahri, Inquisitive (Showcase)",2026-03-02,14.42,15.3354,Ridge
